08:14:30:074 ?   
08:14:30:823 ?   

13.05.2019 08:14:30:825 ToPeron_1>> 402102025355010005054b4f50554b01000568fa *** 08:14:31:572 FromPeron_1<< 402102fa  
22.05.2019 16:08:45:894 ToPeron_1>> 4020fa *** 16:08:46:550 FromPeron_1<< 40700373fa  

22.05.2019 16:08:46:655 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:08:46:656 ToPeron_2>> 4120fa *** 16:08:47:299 FromPeron_2<< 41700070fa  

22.05.2019 16:08:47:406 ToPeron_1>> 4020fa *** 16:08:48:049 FromPeron_1<< 40700373fa  

22.05.2019 16:08:48:146 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:08:48:147 ToPeron_2>> 4120fa *** 16:08:48:800 FromPeron_2<< 41700070fa  

22.05.2019 16:08:48:905 ToPeron_1>> 4020fa *** 16:08:49:550 FromPeron_1<< 40700373fa  

22.05.2019 16:08:49:645 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:08:49:646 ToPeron_2>> 4120fa *** 16:08:50:299 FromPeron_2<< 41700070fa  

22.05.2019 16:08:50:405 ToPeron_1>> 4020fa *** 16:08:51:050 FromPeron_1<< 40700373fa  

22.05.2019 16:08:51:155 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:08:51:156 ToPeron_2>> 4120fa *** 16:08:51:800 FromPeron_2<< 41700070fa  

22.05.2019 16:08:51:905 ToPeron_1>> 4020fa *** 16:08:52:550 FromPeron_1<< 40700373fa  

22.05.2019 16:08:52:661 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:08:52:662 ToPeron_2>> 4120fa *** 16:08:53:300 FromPeron_2<< 41700070fa  

22.05.2019 16:08:53:392 ToPeron_1>> 4020fa *** 16:08:54:049 FromPeron_1<< 40700373fa  

22.05.2019 16:08:54:155 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:08:54:156 ToPeron_2>> 4120fa *** 16:08:54:800 FromPeron_2<< 41700070fa  

22.05.2019 16:08:54:905 ToPeron_1>> 4020fa *** 16:08:55:549 FromPeron_1<< 40700373fa  

22.05.2019 16:08:55:644 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:08:55:645 ToPeron_2>> 4120fa *** 16:08:56:299 FromPeron_2<< 41700070fa  

22.05.2019 16:08:56:406 ToPeron_1>> 4020fa *** 16:08:57:050 FromPeron_1<< 40700373fa  

22.05.2019 16:08:57:155 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:08:57:156 ToPeron_2>> 4120fa *** 16:08:57:799 FromPeron_2<< 41700070fa  

22.05.2019 16:08:57:904 ToPeron_1>> 4020fa *** 16:08:58:550 FromPeron_1<< 40700373fa  

22.05.2019 16:08:58:647 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:08:58:648 ToPeron_2>> 4120fa *** 16:08:59:299 FromPeron_2<< 41700070fa  

22.05.2019 16:08:59:399 ToPeron_1>> 4020fa *** 16:09:00:049 FromPeron_1<< 40700373fa  

22.05.2019 16:09:00:154 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:09:00:155 ToPeron_2>> 4120fa *** 16:09:00:800 FromPeron_2<< 41700070fa  

22.05.2019 16:09:00:905 ToPeron_1>> 4020fa *** 16:09:01:550 FromPeron_1<< 40700373fa  

22.05.2019 16:09:01:645 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:09:01:646 ToPeron_2>> 4120fa *** 16:09:02:299 FromPeron_2<< 41700070fa  

22.05.2019 16:09:02:416 ToPeron_1>> 4020fa *** 16:09:03:049 FromPeron_1<< 40700373fa  

22.05.2019 16:09:03:154 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:09:03:155 ToPeron_2>> 4120fa *** 16:09:03:800 FromPeron_2<< 41700070fa  

22.05.2019 16:09:03:905 ToPeron_1>> 4020fa *** 16:09:04:550 FromPeron_1<< 40700373fa  

22.05.2019 16:09:04:655 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:09:04:656 ToPeron_2>> 4120fa *** 16:09:05:300 FromPeron_2<< 41700070fa  

22.05.2019 16:09:05:432 ToPeron_1>> 4020fa *** 16:09:06:050 FromPeron_1<< 40700373fa  

22.05.2019 16:09:06:155 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:09:06:156 ToPeron_2>> 4120fa *** 16:09:06:800 FromPeron_2<< 41700070fa  

22.05.2019 16:09:06:908 ToPeron_1>> 4020fa *** 16:09:07:549 FromPeron_1<< 40700373fa  

22.05.2019 16:09:07:645 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:09:07:646 ToPeron_2>> 4120fa *** 16:09:08:299 FromPeron_2<< 41700070fa  

22.05.2019 16:09:08:405 ToPeron_1>> 4020fa *** 16:09:09:050 FromPeron_1<< 40700373fa  

22.05.2019 16:09:09:155 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:09:09:156 ToPeron_2>> 4120fa *** 16:09:09:799 FromPeron_2<< 41700070fa  

22.05.2019 16:09:09:901 ToPeron_1>> 4020fa *** 16:09:10:550 FromPeron_1<< 40700373fa  

22.05.2019 16:09:11:317 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:09:11:319 ToPeron_2>> 4120fa *** 16:09:11:320 ?   

22.05.2019 16:09:11:321 ToPeron_1>> 4020fa *** 
22.05.2019 16:09:12:050 ToPeron_2>> 4120fa *** 16:09:12:800 FromPeron_2<< 41700070fa  

22.05.2019 16:09:12:976 ToPeron_1>> 4020fa *** 16:09:13:549 FromPeron_1<< 40700373fa  

22.05.2019 16:09:13:645 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:09:13:646 ToPeron_2>> 4120fa *** 16:09:14:299 FromPeron_2<< 41700070fa  

22.05.2019 16:09:14:405 ToPeron_1>> 4020fa *** 16:09:15:049 FromPeron_1<< 40700373fa  

22.05.2019 16:09:15:145 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:09:15:146 ToPeron_2>> 4120fa *** 16:09:15:800 FromPeron_2<< 41700070fa  

22.05.2019 16:09:15:906 ToPeron_1>> 4020fa *** 16:09:16:549 FromPeron_1<< 40700373fa  

22.05.2019 16:09:16:656 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:09:16:657 ToPeron_2>> 4120fa *** 16:09:17:300 FromPeron_2<< 41700070fa  

22.05.2019 16:09:17:436 ToPeron_1>> 4020fa *** 16:09:18:049 FromPeron_1<< 40700373fa  

22.05.2019 16:09:18:154 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:09:18:155 ToPeron_2>> 4120fa *** 16:09:18:800 FromPeron_2<< 41700070fa  

22.05.2019 16:09:18:905 ToPeron_1>> 4020fa *** 16:09:19:549 FromPeron_1<< 40700373fa  

22.05.2019 16:09:19:656 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:09:19:658 ToPeron_2>> 4120fa *** 16:09:20:300 FromPeron_2<< 41700070fa  

22.05.2019 16:09:20:407 ToPeron_1>> 4020fa *** 16:09:21:050 FromPeron_1<< 40700373fa  

22.05.2019 16:09:21:154 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:09:21:155 ToPeron_2>> 4120fa *** 16:09:21:800 FromPeron_2<< 41700070fa  

22.05.2019 16:09:21:905 ToPeron_1>> 4020fa *** 16:09:22:550 FromPeron_1<< 40700373fa  

22.05.2019 16:09:22:655 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:09:22:656 ToPeron_2>> 4120fa *** 16:09:23:299 FromPeron_2<< 41700070fa  

22.05.2019 16:09:23:391 ToPeron_1>> 4020fa *** 16:09:24:050 FromPeron_1<< 40700373fa  

22.05.2019 16:09:24:155 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:09:24:156 ToPeron_2>> 4120fa *** 16:09:24:799 FromPeron_2<< 41700070fa  

22.05.2019 16:09:25:630 ToPeron_1>> 4020fa *** 16:09:25:632 ?   

22.05.2019 16:09:25:633 ToPeron_2>> 4120fa *** 16:09:26:300 ? ff1b36d3  

22.05.2019 16:09:26:301 ToPeron_1>> 4020fa *** 16:09:27:050 FromPeron_1<< 40700373fa  

22.05.2019 16:09:27:155 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:09:27:157 ToPeron_2>> 4120fa *** 16:09:27:799 FromPeron_2<< 41700070fa  

22.05.2019 16:09:27:904 ToPeron_1>> 4020fa *** 16:09:28:549 FromPeron_1<< 40700373fa  

22.05.2019 16:09:28:655 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:09:28:657 ToPeron_2>> 4120fa *** 16:09:29:299 FromPeron_2<< 41700070fa  

22.05.2019 16:09:29:405 ToPeron_1>> 4020fa *** 16:09:30:050 FromPeron_1<< 40700373fa  

22.05.2019 16:09:30:155 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:09:30:156 ToPeron_2>> 4120fa *** 16:09:30:800 FromPeron_2<< 41700070fa  

22.05.2019 16:09:30:916 ToPeron_1>> 4020fa *** 16:09:31:550 FromPeron_1<< 40700373fa  

22.05.2019 16:09:31:653 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:09:31:654 ToPeron_2>> 4120fa *** 16:09:32:300 FromPeron_2<< 41700070fa  

22.05.2019 16:09:32:408 ToPeron_1>> 4020fa *** 16:09:33:050 FromPeron_1<< 40700373fa  

22.05.2019 16:09:33:141 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:09:33:142 ToPeron_2>> 4120fa *** 16:09:33:799 FromPeron_2<< 41700070fa  

22.05.2019 16:09:33:905 ToPeron_1>> 4020fa *** 16:09:34:550 FromPeron_1<< 40700373fa  

22.05.2019 16:09:34:655 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:09:34:656 ToPeron_2>> 4120fa *** 16:09:35:299 FromPeron_2<< 41700070fa  

22.05.2019 16:09:35:405 ToPeron_1>> 4020fa *** 16:09:36:049 FromPeron_1<< 40700373fa  

22.05.2019 16:09:36:155 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:09:36:157 ToPeron_2>> 4120fa *** 16:09:36:799 FromPeron_2<< 41700070fa  

22.05.2019 16:09:36:904 ToPeron_1>> 4020fa *** 16:09:37:549 FromPeron_1<< 40700373fa  

22.05.2019 16:09:37:656 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:09:37:657 ToPeron_2>> 4120fa *** 16:09:38:299 FromPeron_2<< 41700070fa  

22.05.2019 16:09:38:404 ToPeron_1>> 4020fa *** 16:09:39:050 FromPeron_1<< 40700373fa  

22.05.2019 16:09:39:156 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:09:39:157 ToPeron_2>> 4120fa *** 16:09:39:799 FromPeron_2<< 41700070fa  

22.05.2019 16:09:39:894 ToPeron_1>> 4020fa *** 16:09:40:549 FromPeron_1<< 40700373fa  

22.05.2019 16:09:40:636 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:09:40:637 ToPeron_2>> 4120fa *** 16:09:41:299 FromPeron_2<< 41700070fa  

22.05.2019 16:09:41:406 ToPeron_1>> 4020fa *** 16:09:42:050 FromPeron_1<< 40700373fa  

22.05.2019 16:09:42:155 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:09:42:156 ToPeron_2>> 4120fa *** 16:09:42:800 FromPeron_2<< 41700070fa  

22.05.2019 16:09:42:904 ToPeron_1>> 4020fa *** 16:09:43:549 FromPeron_1<< 40700373fa  

22.05.2019 16:09:43:654 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:09:43:655 ToPeron_2>> 4120fa *** 16:09:44:300 FromPeron_2<< 41700070fa  

22.05.2019 16:09:44:405 ToPeron_1>> 4020fa *** 16:09:45:049 FromPeron_1<< 40700373fa  

22.05.2019 16:09:45:155 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:09:45:156 ToPeron_2>> 4120fa *** 16:09:45:799 FromPeron_2<< 41700070fa  

22.05.2019 16:09:45:894 ToPeron_1>> 4020fa *** 16:09:46:550 FromPeron_1<< 40700373fa  

22.05.2019 16:09:46:646 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:09:46:647 ToPeron_2>> 4120fa *** 16:09:47:299 FromPeron_2<< 41700070fa  

22.05.2019 16:09:47:406 ToPeron_1>> 4020fa *** 16:09:48:049 FromPeron_1<< 40700373fa  

22.05.2019 16:09:48:154 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:09:48:155 ToPeron_2>> 4120fa *** 16:09:48:800 FromPeron_2<< 41700070fa  

22.05.2019 16:09:48:905 ToPeron_1>> 4020fa *** 16:09:49:549 FromPeron_1<< 40700373fa  

22.05.2019 16:09:49:664 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:09:49:665 ToPeron_2>> 4120fa *** 16:09:50:300 FromPeron_2<< 41700070fa  

22.05.2019 16:09:50:405 ToPeron_1>> 4020fa *** 16:09:51:049 FromPeron_1<< 40700373fa  

22.05.2019 16:09:51:144 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:09:51:145 ToPeron_2>> 4120fa *** 16:09:51:799 FromPeron_2<< 41700070fa  

22.05.2019 16:09:51:905 ToPeron_1>> 4020fa *** 16:09:52:550 FromPeron_1<< 40700373fa  

22.05.2019 16:09:52:645 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:09:52:646 ToPeron_2>> 4120fa *** 16:09:53:299 FromPeron_2<< 41700070fa  

22.05.2019 16:09:53:402 ToPeron_1>> 4020fa *** 16:09:54:050 FromPeron_1<< 40700373fa  

22.05.2019 16:09:54:155 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:09:54:156 ToPeron_2>> 4120fa *** 16:09:54:800 FromPeron_2<< 41700070fa  

22.05.2019 16:09:54:895 ToPeron_1>> 4020fa *** 16:09:55:549 FromPeron_1<< 40700373fa  

22.05.2019 16:09:55:656 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:09:55:657 ToPeron_2>> 4120fa *** 16:09:56:299 FromPeron_2<< 41700070fa  

22.05.2019 16:09:56:406 ToPeron_1>> 4020fa *** 16:09:57:049 FromPeron_1<< 40700373fa  

22.05.2019 16:09:57:154 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:09:57:156 ToPeron_2>> 4120fa *** 16:09:57:799 FromPeron_2<< 41700070fa  

22.05.2019 16:09:57:894 ToPeron_1>> 4020fa *** 16:09:58:550 FromPeron_1<< 40700373fa  

22.05.2019 16:09:58:655 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:09:58:656 ToPeron_2>> 4120fa *** 16:09:59:299 FromPeron_2<< 41700070fa  

22.05.2019 16:09:59:383 ToPeron_1>> 4020fa *** 16:10:00:050 FromPeron_1<< 40700373fa  

22.05.2019 16:10:00:145 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:10:00:146 ToPeron_2>> 4120fa *** 16:10:00:800 FromPeron_2<< 41700070fa  

22.05.2019 16:10:00:906 ToPeron_1>> 4020fa *** 16:10:01:550 FromPeron_1<< 40700373fa  

22.05.2019 16:10:01:646 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:10:01:647 ToPeron_2>> 4120fa *** 16:10:02:300 FromPeron_2<< 41700070fa  

22.05.2019 16:10:02:404 ToPeron_1>> 4020fa *** 16:10:03:049 FromPeron_1<< 40700373fa  

22.05.2019 16:10:03:144 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:10:03:145 ToPeron_2>> 4120fa *** 16:10:03:800 FromPeron_2<< 41700070fa  

22.05.2019 16:10:03:904 ToPeron_1>> 4020fa *** 16:10:04:550 FromPeron_1<< 40700373fa  

22.05.2019 16:10:04:655 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:10:04:656 ToPeron_2>> 4120fa *** 16:10:05:299 FromPeron_2<< 41700070fa  

22.05.2019 16:10:05:375 ToPeron_1>> 4020fa *** 16:10:06:050 FromPeron_1<< 40700373fa  

22.05.2019 16:10:06:144 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:10:06:145 ToPeron_2>> 4120fa *** 16:10:06:799 FromPeron_2<< 41700070fa  

22.05.2019 16:10:07:401 ToPeron_1>> 4020fa *** 16:10:07:549 FromPeron_1<< 40700373fa  

22.05.2019 16:10:07:877 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:10:07:878 ToPeron_2>> 4120fa *** 16:10:08:299 FromPeron_2<< 41700070fa  

22.05.2019 16:10:08:394 ToPeron_1>> 4020fa *** 16:10:09:050 FromPeron_1<< 40700373fa  

22.05.2019 16:10:09:144 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:10:09:145 ToPeron_2>> 4120fa *** 16:10:09:800 FromPeron_2<< 41700070fa  

22.05.2019 16:10:09:905 ToPeron_1>> 4020fa *** 16:10:10:549 FromPeron_1<< 40700373fa  

22.05.2019 16:10:10:645 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:10:10:645 ToPeron_2>> 4120fa *** 16:10:11:299 FromPeron_2<< 41700070fa  

22.05.2019 16:10:11:409 ToPeron_1>> 4020fa *** 16:10:12:049 FromPeron_1<< 40700373fa  

22.05.2019 16:10:12:144 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:10:12:145 ToPeron_2>> 4120fa *** 16:10:12:799 FromPeron_2<< 41700070fa  

22.05.2019 16:10:12:904 ToPeron_1>> 4020fa *** 16:10:13:549 FromPeron_1<< 40700373fa  

22.05.2019 16:10:13:645 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:10:13:646 ToPeron_2>> 4120fa *** 16:10:14:299 FromPeron_2<< 41700070fa  

22.05.2019 16:10:14:404 ToPeron_1>> 4020fa *** 16:10:15:049 FromPeron_1<< 40700373fa  

22.05.2019 16:10:15:189 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:10:15:190 ToPeron_2>> 4120fa *** 16:10:15:800 FromPeron_2<< 41700070fa  

22.05.2019 16:10:15:928 ToPeron_1>> 4020fa *** 16:10:16:549 FromPeron_1<< 40700373fa  

22.05.2019 16:10:16:658 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:10:16:659 ToPeron_2>> 4120fa *** 16:10:17:300 FromPeron_2<< 41700070fa  

22.05.2019 16:10:17:414 ToPeron_1>> 4020fa *** 16:10:18:050 FromPeron_1<< 40700373fa  

22.05.2019 16:10:18:201 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:10:18:202 ToPeron_2>> 4120fa *** 16:10:18:799 FromPeron_2<< 41700070fa  

22.05.2019 16:10:18:930 ToPeron_1>> 4020fa *** 16:10:19:549 FromPeron_1<< 40700373fa  

22.05.2019 16:10:19:673 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:10:19:675 ToPeron_2>> 4120fa *** 16:10:20:300 FromPeron_2<< 41700070fa  

22.05.2019 16:10:20:454 ToPeron_1>> 4020fa *** 16:10:21:049 FromPeron_1<< 40700373fa  

22.05.2019 16:10:21:172 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:10:21:173 ToPeron_2>> 4120fa *** 16:10:21:800 FromPeron_2<< 41700070fa  

22.05.2019 16:10:21:924 ToPeron_1>> 4020fa *** 16:10:22:550 FromPeron_1<< 40700373fa  

22.05.2019 16:10:22:671 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:10:22:673 ToPeron_2>> 4120fa *** 16:10:23:299 FromPeron_2<< 41700070fa  

22.05.2019 16:10:23:419 ToPeron_1>> 4020fa *** 16:10:24:050 FromPeron_1<< 40700373fa  

22.05.2019 16:10:24:181 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:10:24:182 ToPeron_2>> 4120fa *** 16:10:24:799 FromPeron_2<< 41700070fa  

22.05.2019 16:10:24:924 ToPeron_1>> 4020fa *** 16:10:25:550 FromPeron_1<< 40700373fa  

22.05.2019 16:10:25:671 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:10:25:673 ToPeron_2>> 4120fa *** 16:10:26:300 FromPeron_2<< 41700070fa  

22.05.2019 16:10:26:427 ToPeron_1>> 4020fa *** 16:10:27:050 FromPeron_1<< 40700373fa  

22.05.2019 16:10:27:185 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:10:27:187 ToPeron_2>> 4120fa *** 16:10:27:800 FromPeron_2<< 41700070fa  

22.05.2019 16:10:27:931 ToPeron_1>> 4020fa *** 16:10:28:549 FromPeron_1<< 40700373fa  

22.05.2019 16:10:28:676 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:10:28:677 ToPeron_2>> 4120fa *** 16:10:29:299 FromPeron_2<< 41700070fa  

22.05.2019 16:10:29:435 ToPeron_1>> 4020fa *** 16:10:30:049 FromPeron_1<< 40700373fa  

22.05.2019 16:10:30:175 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:10:30:176 ToPeron_2>> 4120fa *** 16:10:30:800 FromPeron_2<< 41700070fa  

22.05.2019 16:10:30:919 ToPeron_1>> 4020fa *** 16:10:31:549 FromPeron_1<< 40700373fa  

22.05.2019 16:10:31:686 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:10:31:688 ToPeron_2>> 4120fa *** 16:10:32:300 FromPeron_2<< 41700070fa  

22.05.2019 16:10:32:427 ToPeron_1>> 4020fa *** 16:10:33:049 FromPeron_1<< 40700373fa  

22.05.2019 16:10:33:173 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:10:33:175 ToPeron_2>> 4120fa *** 16:10:33:799 FromPeron_2<< 41700070fa  

22.05.2019 16:10:33:931 ToPeron_1>> 4020fa *** 16:10:34:549 FromPeron_1<< 40700373fa  

22.05.2019 16:10:34:644 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:10:34:645 ToPeron_2>> 4120fa *** 16:10:35:299 FromPeron_2<< 41700070fa  

22.05.2019 16:10:35:405 ToPeron_1>> 4020fa *** 16:10:36:050 FromPeron_1<< 40700373fa  

22.05.2019 16:10:36:155 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:10:36:156 ToPeron_2>> 4120fa *** 16:10:36:800 FromPeron_2<< 41700070fa  

22.05.2019 16:10:36:905 ToPeron_1>> 4020fa *** 16:10:37:550 FromPeron_1<< 40700373fa  

22.05.2019 16:10:37:665 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:10:37:666 ToPeron_2>> 4120fa *** 16:10:38:300 FromPeron_2<< 41700070fa  

22.05.2019 16:10:38:394 ToPeron_1>> 4020fa *** 16:10:39:050 FromPeron_1<< 40700373fa  

22.05.2019 16:10:39:155 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:10:39:156 ToPeron_2>> 4120fa *** 16:10:39:800 FromPeron_2<< 41700070fa  

22.05.2019 16:10:39:894 ToPeron_1>> 4020fa *** 16:10:40:549 FromPeron_1<< 40700373fa  

22.05.2019 16:10:40:655 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:10:40:656 ToPeron_2>> 4120fa *** 16:10:41:300 FromPeron_2<< 41700070fa  

22.05.2019 16:10:41:405 ToPeron_1>> 4020fa *** 16:10:42:050 FromPeron_1<< 40700373fa  

22.05.2019 16:10:42:160 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:10:42:161 ToPeron_2>> 4120fa *** 16:10:42:800 FromPeron_2<< 41700070fa  

22.05.2019 16:10:42:905 ToPeron_1>> 4020fa *** 16:10:43:550 FromPeron_1<< 40700373fa  

22.05.2019 16:10:43:645 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:10:43:646 ToPeron_2>> 4120fa *** 16:10:44:299 FromPeron_2<< 41700070fa  

22.05.2019 16:10:44:395 ToPeron_1>> 4020fa *** 16:10:45:050 FromPeron_1<< 40700373fa  

22.05.2019 16:10:45:157 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:10:45:158 ToPeron_2>> 4120fa *** 16:10:45:800 FromPeron_2<< 41700070fa  

22.05.2019 16:10:45:906 ToPeron_1>> 4020fa *** 16:10:46:550 FromPeron_1<< 40700373fa  

22.05.2019 16:10:46:645 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:10:46:646 ToPeron_2>> 4120fa *** 16:10:47:300 FromPeron_2<< 41700070fa  

22.05.2019 16:10:47:402 ToPeron_1>> 4020fa *** 16:10:48:050 FromPeron_1<< 40700373fa  

22.05.2019 16:10:48:155 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:10:48:156 ToPeron_2>> 4120fa *** 16:10:48:799 FromPeron_2<< 41700070fa  

22.05.2019 16:10:48:895 ToPeron_1>> 4020fa *** 16:10:49:549 FromPeron_1<< 40700373fa  

22.05.2019 16:10:49:654 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:10:49:655 ToPeron_2>> 4120fa *** 16:10:50:300 FromPeron_2<< 41700070fa  

22.05.2019 16:10:50:405 ToPeron_1>> 4020fa *** 16:10:51:050 FromPeron_1<< 40700373fa  

22.05.2019 16:10:51:155 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:10:51:157 ToPeron_2>> 4120fa *** 16:10:51:800 FromPeron_2<< 41700070fa  

22.05.2019 16:10:51:907 ToPeron_1>> 4020fa *** 16:10:52:549 FromPeron_1<< 40700373fa  

22.05.2019 16:10:52:654 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:10:52:655 ToPeron_2>> 4120fa *** 16:10:53:299 FromPeron_2<< 41700070fa  

22.05.2019 16:10:53:406 ToPeron_1>> 4020fa *** 16:10:54:049 FromPeron_1<< 40700373fa  

22.05.2019 16:10:54:146 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
22.05.2019 16:10:54:147 ToPeron_2>> 4120fa *** 16:10:54:800 FromPeron_2<< 41700070fa  

22.05.2019 16:10:54:905 ToPeron_1>> 4020fa *** 16:10:55:550 FromPeron_1<< 40700373fa  

22.05.2019 16:10:55:655 ToPeron_1>> 40263139322e3136382e3130322e313738fa *** 
